characteristics_id,category,subcategory,subsubcategory,pearson_r,pearson_p,spearman_rho,spearman_p,n,significant,full_name,short_name
244,Total - Income statistics for private households - 100% data,Median after-tax income of household in 2020 ($),,0.2198,4.1e-05,0.2225,3.3e-05,342,True,Total - Income statistics for private households - 100% data → Median after-tax income of household in 2020 ($),Median after-tax income of household in 2020 ($)
245,Total - Income statistics for private households - 100% data,Median after-tax income of household in 2020 ($),Total - Income statistics for one-person private households - 100% data,,,,,342,False,Total - Income statistics for private households - 100% data → Median after-tax income of household in 2020 ($) → Total - Income statistics for one-person private households - 100% data,Total - Income statistics for one-person private households - 100% data
248,Total - Income statistics for private households - 100% data,Median after-tax income of household in 2020 ($),Total - Income statistics for two-or-more-persons private households - 100% data,,,,,342,False,Total - Income statistics for private households - 100% data → Median after-tax income of household in 2020 ($) → Total - Income statistics for two-or-more-persons private households - 100% data,Total - Income statistics for two-or-more-persons private households - 100% data
25,Total - Age groups of the population - 100% data,65 years and over,65 to 69 years,-0.2727,0.0,-0.2798,0.0,342,True,Total - Age groups of the population - 100% data → 65 years and over → 65 to 69 years,65 to 69 years
251,Total - Income statistics for private households - 25% sample data,,,,,,,342,False,Total - Income statistics for private households - 25% sample data,Total - Income statistics for private households - 25% sample data
252,Total - Income statistics for private households - 25% sample data,Average total income of household in 2020 ($),,0.0704,0.1939,0.0931,0.085653,342,False,Total - Income statistics for private households - 25% sample data → Average total income of household in 2020 ($),Average total income of household in 2020 ($)
253,Total - Income statistics for private households - 25% sample data,Average after-tax income of household in 2020 ($),,0.1406,0.009214,0.1512,0.005086,342,True,Total - Income statistics for private households - 25% sample data → Average after-tax income of household in 2020 ($),Average after-tax income of household in 2020 ($)
254,Total - Income statistics for private households - 25% sample data,Average after-tax income of household in 2020 ($),Total - Income statistics for one-person private households - 25% sample data,,,,,342,False,Total - Income statistics for private households - 25% sample data → Average after-tax income of household in 2020 ($) → Total - Income statistics for one-person private households - 25% sample data,Total - Income statistics for one-person private households - 25% sample data
257,Total - Income statistics for private households - 25% sample data,Average after-tax income of household in 2020 ($),Total - Income statistics for two-or-more-persons private households - 25% sample data,,,,,342,False,Total - Income statistics for private households - 25% sample data → Average after-tax income of household in 2020 ($) → Total - Income statistics for two-or-more-persons private households - 25% sample data,Total - Income statistics for two-or-more-persons private households - 25% sample data
2575,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data",Multiple responses,,0.061,0.260944,0.0822,0.12916,342,False,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data → Multiple responses",Multiple responses
2576,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data",Multiple responses,English and French,-0.0226,0.677249,-0.1253,0.020443,342,False,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data → Multiple responses → English and French",English and French
2577,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data",Multiple responses,English and non-official language(s),0.2647,1e-06,0.3868,0.0,342,True,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data → Multiple responses → English and non-official language(s)",English and non-official language(s)
2578,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data",Multiple responses,French and non-official language(s),-0.0774,0.152988,-0.1608,0.002857,342,False,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data → Multiple responses → French and non-official language(s)",French and non-official language(s)
2579,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data",Multiple responses,"English, French and non-official language(s)",0.0202,0.71035,-0.0246,0.650914,342,False,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data → Multiple responses → English, French and non-official language(s)","English, French and non-official language(s)"
2580,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data",Multiple responses,Multiple non-official languages,0.1675,0.001885,0.1945,0.000296,342,True,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data → Multiple responses → Multiple non-official languages",Multiple non-official languages
2581,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",,,,,,,342,False,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data","Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data"
2582,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",None,,0.0382,0.480937,0.0274,0.613774,342,False,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data → None",None
2583,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",English,,-0.1101,0.041902,-0.0495,0.361555,342,True,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data → English",English
2584,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",French,,-0.0911,0.092477,-0.2168,5.3e-05,342,False,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data → French",French
2585,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",Non-official language,,0.3603,0.0,0.3857,0.0,342,True,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data → Non-official language",Non-official language
2586,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",Non-official language,Indigenous,-0.0453,0.403604,-0.0077,0.887358,342,False,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data → Non-official language → Indigenous",Indigenous
2587,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",Non-official language,Non-Indigenous,0.434,0.0,0.3715,0.0,342,True,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data → Non-official language → Non-Indigenous",Non-Indigenous
2588,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",English and French,,0.0148,0.785311,-0.0052,0.923759,342,False,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data → English and French",English and French
2589,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",English and non-official language(s),,0.099,0.067481,0.1014,0.06114,342,False,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data → English and non-official language(s)",English and non-official language(s)
2590,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",French and non-official language(s),,-0.035,0.519368,-0.0465,0.391099,342,False,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data → French and non-official language(s)",French and non-official language(s)
2591,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data","English, French and non-official language(s)",,,,,,342,False,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data → English, French and non-official language(s)","English, French and non-official language(s)"
2592,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",Multiple non-official languages,,0.3903,0.0,0.3407,0.0,342,True,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data → Multiple non-official languages",Multiple non-official languages
2593,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,,,,,,,342,False,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data
2594,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,,-0.1164,0.03137,-0.0914,0.091306,342,True,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data → Worked at home,Worked at home
2595,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,,0.222,3.4e-05,0.1644,0.002292,342,True,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data → Worked outside Canada,Worked outside Canada
2596,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,,0.3296,0.0,0.3208,0.0,342,True,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data → No fixed workplace address,No fixed workplace address
2597,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,,0.0026,0.961135,-0.0381,0.482348,342,False,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data → Usual place of work,Usual place of work
2598,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data,,,,,,,342,False,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data
2599,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data,Commute within census subdivision (CSD) of residence,,-0.1255,0.020212,-0.1448,0.007325,342,True,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data → Commute within census subdivision (CSD) of residence,Commute within census subdivision (CSD) of residence
26,Total - Age groups of the population - 100% data,65 years and over,70 to 74 years,-0.3056,0.0,-0.3179,0.0,342,True,Total - Age groups of the population - 100% data → 65 years and over → 70 to 74 years,70 to 74 years
260,Total - Household total income groups in 2020 for private households - 100% data,,,,,,,342,False,Total - Household total income groups in 2020 for private households - 100% data,Total - Household total income groups in 2020 for private households - 100% data
2600,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data,Commute to a different census subdivision (CSD) within census division (CD) of residence,,0.1268,0.018947,0.1022,0.059021,342,True,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data → Commute to a different census subdivision (CSD) within census division (CD) of residence,Commute to a different census subdivision (CSD) within census division (CD) of residence
2601,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data,Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence,,0.038,0.484148,0.0332,0.540397,342,False,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data → Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence,Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence
2602,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data,Commute to a different province or territory,,-0.0586,0.27974,-0.1768,0.001028,342,False,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data → Commute to a different province or territory,Commute to a different province or territory
2603,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,,,,,,,342,False,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data
2604,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,"Car, truck or van",,-0.0275,0.612689,-0.0463,0.392933,342,False,"Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Car, truck or van","Car, truck or van"
2605,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,"Car, truck or van","Car, truck or van - as a driver",-0.0723,0.182248,-0.0969,0.073375,342,False,"Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Car, truck or van → Car, truck or van - as a driver","Car, truck or van - as a driver"
2606,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,"Car, truck or van","Car, truck or van - as a passenger",0.3157,0.0,0.2922,0.0,342,True,"Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Car, truck or van → Car, truck or van - as a passenger","Car, truck or van - as a passenger"
2607,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Public transit,,0.1616,0.00273,0.1549,0.004094,342,True,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Public transit,Public transit
2608,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Walked,,-0.1716,0.001445,-0.3441,0.0,342,True,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Walked,Walked
2609,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Bicycle,,-0.1701,0.001596,-0.283,0.0,342,True,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Bicycle,Bicycle
261,Total - Household total income groups in 2020 for private households - 100% data,"Under $5,000",,-0.0088,0.871408,0.0053,0.922226,342,False,"Total - Household total income groups in 2020 for private households - 100% data → Under $5,000","Under $5,000"
2610,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Other method,,-0.0323,0.551683,-0.0371,0.493949,342,False,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Other method,Other method
2611,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,,,,,,,342,False,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data
2612,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Less than 15 minutes,,-0.2076,0.00011,-0.2618,1e-06,342,True,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Less than 15 minutes,Less than 15 minutes
2613,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,15 to 29 minutes,,-0.1389,0.010128,-0.1386,0.01031,342,True,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → 15 to 29 minutes,15 to 29 minutes
2614,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,30 to 44 minutes,,0.2524,2e-06,0.2557,2e-06,342,True,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → 30 to 44 minutes,30 to 44 minutes
2615,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,45 to 59 minutes,,0.276,0.0,0.2797,0.0,342,True,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → 45 to 59 minutes,45 to 59 minutes
2616,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,60 minutes and over,,0.3558,0.0,0.3711,0.0,342,True,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → 60 minutes and over,60 minutes and over
2617,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,,,,,,,342,False,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data
2618,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Between 5 a.m. and 5:59 a.m.,,0.2333,1.3e-05,0.2576,1e-06,342,True,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Between 5 a.m. and 5:59 a.m.,Between 5 a.m. and 5:59 a.m.
2619,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Between 6 a.m. and 6:59 a.m.,,0.0199,0.714078,0.0363,0.502976,342,False,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Between 6 a.m. and 6:59 a.m.,Between 6 a.m. and 6:59 a.m.
262,Total - Household total income groups in 2020 for private households - 100% data,"$5,000 to $9,999",,-0.0965,0.074779,-0.1193,0.02738,342,False,"Total - Household total income groups in 2020 for private households - 100% data → $5,000 to $9,999","$5,000 to $9,999"
2620,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Between 7 a.m. and 7:59 a.m.,,-0.4691,0.0,-0.4509,0.0,342,True,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Between 7 a.m. and 7:59 a.m.,Between 7 a.m. and 7:59 a.m.
2621,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Between 8 a.m. and 8:59 a.m.,,-0.1045,0.053399,-0.1638,0.002373,342,False,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Between 8 a.m. and 8:59 a.m.,Between 8 a.m. and 8:59 a.m.
2622,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Between 9 a.m. and 11:59 a.m.,,0.1687,0.001748,0.1561,0.003814,342,True,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Between 9 a.m. and 11:59 a.m.,Between 9 a.m. and 11:59 a.m.
2623,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,Between 12 p.m. and 4:59 a.m.,,0.3681,0.0,0.3,0.0,342,True,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data → Between 12 p.m. and 4:59 a.m.,Between 12 p.m. and 4:59 a.m.
2624,Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later - 100% data,,,,,,,342,False,Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later - 100% data,Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later - 100% data
2625,Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later - 100% data,Children eligible for instruction in the minority official language,,0.0101,0.852156,-0.1076,0.046735,342,False,Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later - 100% data → Children eligible for instruction in the minority official language,Children eligible for instruction in the minority official language
2626,Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later - 100% data,Children not eligible for instruction in the minority official language,,-0.0099,0.855474,0.108,0.045995,342,False,Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later - 100% data → Children not eligible for instruction in the minority official language,Children not eligible for instruction in the minority official language
2627,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data",,,,,,,342,False,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data","Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data"
2628,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data",Children eligible for instruction in the minority official language,,0.0133,0.806412,-0.0893,0.099326,342,False,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data → Children eligible for instruction in the minority official language",Children eligible for instruction in the minority official language
2629,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data",Children eligible for instruction in the minority official language,Eligible children who have been instructed in the minority official language at the primary or secondary level in Canada,0.0325,0.549372,-0.0441,0.416415,342,False,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data → Children eligible for instruction in the minority official language → Eligible children who have been instructed in the minority official language at the primary or secondary level in Canada",Eligible children who have been instructed in the minority official language at the primary or secondary level in Canada
263,Total - Household total income groups in 2020 for private households - 100% data,"$10,000 to $14,999",,-0.1659,0.00208,-0.1955,0.000275,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $10,000 to $14,999","$10,000 to $14,999"
2630,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data",Children eligible for instruction in the minority official language,Eligible children who have not been instructed in the minority official language at the primary or secondary level in Canada,-0.0849,0.117059,-0.146,0.006827,342,False,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data → Children eligible for instruction in the minority official language → Eligible children who have not been instructed in the minority official language at the primary or secondary level in Canada",Eligible children who have not been instructed in the minority official language at the primary or secondary level in Canada
2631,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data",Children not eligible for instruction in the minority official language,,-0.0134,0.804624,0.0896,0.098197,342,False,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data → Children not eligible for instruction in the minority official language",Children not eligible for instruction in the minority official language
264,Total - Household total income groups in 2020 for private households - 100% data,"$15,000 to $19,999",,-0.1405,0.009283,-0.1535,0.004431,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $15,000 to $19,999","$15,000 to $19,999"
265,Total - Household total income groups in 2020 for private households - 100% data,"$20,000 to $24,999",,-0.2245,2.8e-05,-0.2009,0.000184,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $20,000 to $24,999","$20,000 to $24,999"
266,Total - Household total income groups in 2020 for private households - 100% data,"$25,000 to $29,999",,-0.1637,0.002389,-0.1755,0.001115,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $25,000 to $29,999","$25,000 to $29,999"
267,Total - Household total income groups in 2020 for private households - 100% data,"$30,000 to $34,999",,-0.1604,0.002924,-0.1663,0.002031,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $30,000 to $34,999","$30,000 to $34,999"
268,Total - Household total income groups in 2020 for private households - 100% data,"$35,000 to $39,999",,-0.2177,4.9e-05,-0.1967,0.000252,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $35,000 to $39,999","$35,000 to $39,999"
269,Total - Household total income groups in 2020 for private households - 100% data,"$40,000 to $44,999",,-0.2233,3.1e-05,-0.2135,6.9e-05,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $40,000 to $44,999","$40,000 to $44,999"
27,Total - Age groups of the population - 100% data,65 years and over,75 to 79 years,-0.3417,0.0,-0.3476,0.0,342,True,Total - Age groups of the population - 100% data → 65 years and over → 75 to 79 years,75 to 79 years
270,Total - Household total income groups in 2020 for private households - 100% data,"$45,000 to $49,999",,-0.2176,4.9e-05,-0.2188,4.5e-05,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $45,000 to $49,999","$45,000 to $49,999"
271,Total - Household total income groups in 2020 for private households - 100% data,"$50,000 to $59,999",,-0.1811,0.000768,-0.193,0.000331,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $50,000 to $59,999","$50,000 to $59,999"
272,Total - Household total income groups in 2020 for private households - 100% data,"$60,000 to $69,999",,-0.132,0.014545,-0.1311,0.015292,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $60,000 to $69,999","$60,000 to $69,999"
273,Total - Household total income groups in 2020 for private households - 100% data,"$70,000 to $79,999",,-0.0448,0.40918,-0.0461,0.394945,342,False,"Total - Household total income groups in 2020 for private households - 100% data → $70,000 to $79,999","$70,000 to $79,999"
274,Total - Household total income groups in 2020 for private households - 100% data,"$80,000 to $89,999",,0.0251,0.644246,0.0347,0.522178,342,False,"Total - Household total income groups in 2020 for private households - 100% data → $80,000 to $89,999","$80,000 to $89,999"
275,Total - Household total income groups in 2020 for private households - 100% data,"$90,000 to $99,999",,0.1486,0.0059,0.1471,0.006407,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $90,000 to $99,999","$90,000 to $99,999"
276,Total - Household total income groups in 2020 for private households - 100% data,"$100,000 and over",,0.1836,0.000646,0.1813,0.000756,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $100,000 and over","$100,000 and over"
277,Total - Household total income groups in 2020 for private households - 100% data,"$100,000 and over","$100,000 to $124,999",0.2505,3e-06,0.2532,2e-06,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $100,000 and over → $100,000 to $124,999","$100,000 to $124,999"
278,Total - Household total income groups in 2020 for private households - 100% data,"$100,000 and over","$125,000 to $149,999",0.2558,2e-06,0.2613,1e-06,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $100,000 and over → $125,000 to $149,999","$125,000 to $149,999"
279,Total - Household total income groups in 2020 for private households - 100% data,"$100,000 and over","$150,000 to $199,999",0.2135,6.9e-05,0.2166,5.3e-05,342,True,"Total - Household total income groups in 2020 for private households - 100% data → $100,000 and over → $150,000 to $199,999","$150,000 to $199,999"
28,Total - Age groups of the population - 100% data,65 years and over,80 to 84 years,-0.2818,0.0,-0.2785,0.0,342,True,Total - Age groups of the population - 100% data → 65 years and over → 80 to 84 years,80 to 84 years
280,Total - Household total income groups in 2020 for private households - 100% data,"$100,000 and over","$200,000 and over",0.0725,0.18074,0.0854,0.114905,342,False,"Total - Household total income groups in 2020 for private households - 100% data → $100,000 and over → $200,000 and over","$200,000 and over"
281,Total - Household after-tax income groups in 2020 for private households - 100% data,,,,,,,342,False,Total - Household after-tax income groups in 2020 for private households - 100% data,Total - Household after-tax income groups in 2020 for private households - 100% data
282,Total - Household after-tax income groups in 2020 for private households - 100% data,"Under $5,000",,-0.0224,0.680132,-0.0246,0.650158,342,False,"Total - Household after-tax income groups in 2020 for private households - 100% data → Under $5,000","Under $5,000"
283,Total - Household after-tax income groups in 2020 for private households - 100% data,"$5,000 to $9,999",,-0.1078,0.046364,-0.137,0.011187,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $5,000 to $9,999","$5,000 to $9,999"
284,Total - Household after-tax income groups in 2020 for private households - 100% data,"$10,000 to $14,999",,-0.1679,0.001834,-0.1966,0.000254,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $10,000 to $14,999","$10,000 to $14,999"
285,Total - Household after-tax income groups in 2020 for private households - 100% data,"$15,000 to $19,999",,-0.1524,0.004744,-0.1645,0.002271,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $15,000 to $19,999","$15,000 to $19,999"
286,Total - Household after-tax income groups in 2020 for private households - 100% data,"$20,000 to $24,999",,-0.2309,1.6e-05,-0.2088,0.0001,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $20,000 to $24,999","$20,000 to $24,999"
287,Total - Household after-tax income groups in 2020 for private households - 100% data,"$25,000 to $29,999",,-0.205,0.000135,-0.209,9.9e-05,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $25,000 to $29,999","$25,000 to $29,999"
288,Total - Household after-tax income groups in 2020 for private households - 100% data,"$30,000 to $34,999",,-0.2168,5.3e-05,-0.2153,6e-05,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $30,000 to $34,999","$30,000 to $34,999"
289,Total - Household after-tax income groups in 2020 for private households - 100% data,"$35,000 to $39,999",,-0.269,0.0,-0.2503,3e-06,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $35,000 to $39,999","$35,000 to $39,999"
